KRIPTOLAR,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Volume2,vol_fark,satis_fark
BELBNB-11,1635724800000,488000,540000,338700,349200,375241100000000,1638316799999,1498642841940,25306,188593080000000,756066283530,0,490869020000000,-115627920000000,-138800
OMGETH-11,1635724800000,313000,443800,182700,186900,769570340000000,1638316799999,2283168371790,206073,377899160000000,1117925445130,0,504944676000000,264625664000000,-126100
ADABNB-11,1635724800000,374300,388500,247000,249500,11017377310000000,1638316799999,35014120474420,364227,5018058690000000,15922253023980,0,8260872400000000,2756504910000000,-124800
MINABNB-11,1635724800000,852000,1061300,624900,732500,672867240000000,1638316799999,5669448997080,66609,298519570000000,2523843932970,0,263655920000000,409211320000000,-119500
QNTBTC-11,1635724800000,462400,476000,345700,354500,44226695500000,1638316799999,179924286581,416338,20732164100000,84531855509,0,32462195700000,11764499800000,-107900
REPETH-11,1635724800000,582300,603600,469600,477300,12062741800000,1638316799999,63579681468,8192,6117240000000,32336929179,0,9058755300000,3003986500000,-105000
BAKEBNB-11,1635724800000,381100,412800,275700,277700,1894450230000000,1638316799999,6497121696150,97519,915428500000000,3131765709940,0,2011197630000000,-116747400000000,-103400
SXPBNB-11,1635724800000,465800,508500,358100,364400,1282044530000000,1638316799999,5409243612200,98935,675168150000000,2850401433290,0,1143517760000000,138526770000000,-101400
DIAUSDT-11,1635724800000,182900000,238800000,164700000,182800000,8491816400000000,1638316799999,16375202838080000,604118,4064958280000000,7855746721540000,0,7491846810000000,999969590000000,-100000
MDXBNB-11,1635724800000,191900,206700,102100,103100,764725924000000,1638316799999,1059795210340,14527,294116950000000,405409456570,0,496969080000000,267756844000000,-88800
DOGEBIDR-11,1635724800000,397800,422800,270000,309300,6561034200000000,1638316799999,23724882127960,136343,3406756300000000,12373098085660,0,13788594600000000,-7227560400000000,-88500
MATICBNB-11,1635724800000,369400,389600,253700,286400,6630775440000000,1638316799999,19611752090790,271901,3298583650000000,9767471647270,0,10062800510000000,-3432025070000000,-83000
RENBTCBTC-11,1635724800000,99750000,102050000,99530000,99670000,7962916000,1638316799999,7974209518,4578,1245907000,1247452548,0,9030795000,-1067879000,-80000
KLAYBNB-11,1635724800000,303000,341200,216900,223000,887082600000000,1638316799999,2313193602800,55832,441864200000000,1152970986200,0,1790929500000000,-903846900000000,-80000
QUICKBTC-11,1635724800000,667300,744900,522500,587700,2652543900000,1638316799999,16563408327,54681,1298935000000,8114232220,0,4033273500000,-1380729600000,-79600
WRXBNB-11,1635724800000,271500,380000,187300,194900,1142678390000000,1638316799999,2871135840790,37928,568275190000000,1423601531210,0,2025648550000000,-882970160000000,-76600
COMPBTC-11,1635724800000,565000,645000,435000,489000,24463025000000,1638316799999,131778404666,195506,11377740100000,61504504806,0,32165799900000,-7702774900000,-76000
CTKBNB-11,1635724800000,370600,413700,269600,299100,317438350000000,1638316799999,967566494330,44435,155141150000000,474594595470,0,294531190000000,22907160000000,-71500
SCRTETH-11,1635724800000,198790,220000,128250,129740,565134400000000,1638316799999,1036257293390,180278,278515500000000,516148830230,0,2089231172000000,-1524096772000000,-69050
AAVEBTC-11,1635724800000,512700,559300,410000,450900,75520989500000,1638316799999,361322080107,373875,37232806200000,178376443572,0,94259604700000,-18738615200000,-61800
ALPACABNB-11,1635724800000,170900,666000,109300,109600,917206450000000,1638316799999,1332734594820,24306,492384170000000,750174776150,0,593092360000000,324114090000000,-61300
ALGOBNB-11,1635724800000,347900,513900,269800,290800,1843701200000000,1638316799999,6086572387300,65056,908688200000000,2975214416600,0,1332644000000000,511057200000000,-57100
AUTOBTC-11,1635724800000,1697000,2000000,1551000,1644000,811720600000,1638316799999,14188054420,29382,387001600000,6790411844,0,1025364990000,-213644390000,-53000
YGGBNB-11,1635724800000,1284000,1994000,940000,1232000,254418980000000,1638316799999,3536154797600,46119,121093860000000,1683479973500,0,226999380000000,27419600000000,-52000
XRPBNB-11,1635724800000,212000,225600,153800,160300,16583206200000000,1638316799999,30986445649900,343810,7703213830000000,14386749363540,0,14139811010000000,2443395190000000,-51700
CLVBNB-11,1635724800000,227600,285600,176400,177100,416214760000000,1638316799999,885404140150,11165,178878790000000,378611165260,0,391304800000000,24909960000000,-50500
IOTABNB-11,1635724800000,281500,282200,195000,232000,1364478500000000,1638316799999,3188036226700,39604,630888500000000,1472198954600,0,1297686000000000,66792500000000,-49500
COTIBNB-11,1635724800000,121690,125010,61210,72810,4097509900000000,1638316799999,3489459122130,48415,1634501800000000,1389854214810,0,5810488200000000,-1712978300000000,-48880
FARMBTC-11,1635724800000,262800,305300,208000,217200,10520845100000,1638316799999,25003746114,56869,4948226700000,11760262248,0,9422042000000,1098803100000,-45600
ALPHABNB-11,1635724800000,196000,228800,141400,151400,427491900000000,1638316799999,782567410620,10724,208351700000000,381460674600,0,224522500000000,202969400000000,-44600
YFIIBTC-11,1635724800000,6140000,7180000,5530000,6100000,536154310000,1638316799999,34073030075,93313,283369980000,18010561841,0,404419620000,131734690000,-40000
NANOETH-11,1635724800000,145000,153500,104700,105300,415661951000000,1638316799999,534526514496,63351,204197640000000,262702588520,0,433416508000000,-17754557000000,-39700
ZILBIDR-11,1635724800000,159900,166100,112500,125900,5900055800000000,1638316799999,8436539698500,61995,2551767200000000,3670762465600,0,10459035300000000,-4558979500000000,-34000
FETBNB-11,1635724800000,148500,180600,116900,116900,2073505600000000,1638316799999,2935037392300,45011,1029711600000000,1466805618400,0,2242651200000000,-169145600000000,-31600
FIROETH-11,1635724800000,197500,214500,164400,166100,63271250000000,1638316799999,115571139550,22179,30250460000000,55471509970,0,106487550000000,-43216300000000,-31400
XMRBTC-11,1635724800000,448800,458300,390500,417500,146533512900000,1638316799999,611239276547,485903,75953675700000,317264289684,0,155787930800000,-9254417900000,-31300
OGNBNB-11,1635724800000,192000,240000,148700,160700,1753852400000000,1638316799999,3213237738800,68600,886230100000000,1621119862400,0,2643957110000000,-890104710000000,-31300
MLNBTC-11,1635724800000,213900,231600,176100,183600,11522566800000,1638316799999,23091059193,46084,5629850500000,11283261775,0,18860213400000,-7337646600000,-30300
WBTCBTC-11,1635724800000,100060000,100790000,99920000,100030000,912614430000,1638316799999,913163786599,57727,434320156000,434594153678,0,1115984409000,-203369979000,-30000
USDPUSDT-11,1635724800000,99940000,100530000,99770000,99910000,6406946080000000,1638316799999,6403809755943500,50818,3536078549000000,3534602394394900,0,7087138663000000,-680192583000000,-30000
THETAETH-11,1635724800000,168300,180200,142000,143000,1103182960000000,1638316799999,1766307446708,164690,541287340000000,868780097300,0,1283444800000000,-180261840000000,-25300
QTUMETH-11,1635724800000,371000,445000,329500,347100,163981604000000,1638316799999,594815292974,59695,78675584000000,285768559424,0,192680507000000,-28698903000000,-23900
SPARTABNB-11,1635724800000,64100,84000,41000,41620,10186871700000000,1638316799999,5567830436610,99284,4824835800000000,2641755667410,0,6621071200000000,3565800500000000,-22480
ATABNB-11,1635724800000,202900,276000,159000,180800,909135900000000,1638316799999,1852474465000,46201,482475500000000,980725491300,0,711133300000000,198002600000000,-22100
HBARBNB-11,1635724800000,77430,82530,52190,55880,3473323100000000,1638316799999,2266010418320,37478,1619287300000000,1057799951710,0,4338618800000000,-865295700000000,-21550
HARDBNB-11,1635724800000,192500,215800,152500,171000,491425830000000,1638316799999,883621143700,16170,232436000000000,417727668200,0,554225860000000,-62800030000000,-21500
EOSETH-11,1635724800000,107800,113000,86300,86500,828772026000000,1638316799999,843838863196,69282,421753500000000,429849660828,0,895125348000000,-66353322000000,-21300
TUSDBUSD-11,1635724800000,100010000,100020000,99980000,99990000,12967683590000000,1638316799999,12967911770722000,51210,6540366160000000,6540715515757000,0,10159475680000000,2808207910000000,-20000
TORNBTC-11,1635724800000,98640,104440,77260,79800,19840910200000,1638316799999,17191595714,37987,9157940000000,7952514720,0,22975389500000,-3134479300000,-18840
MTLETH-11,1635724800000,80380,83450,61620,62930,270377920000000,1638316799999,194835679151,17156,140394430000000,101385189984,0,401160867000000,-130782947000000,-17450
EZETH-11,1635724800000,109300,168700,89700,92300,315683783000000,1638316799999,332124369501,46237,144230820000000,152639778430,0,190962569000000,124721214000000,-17000
XLMBNB-11,1635724800000,70920,72960,51890,53960,10344995300000000,1638316799999,6165661838200,110951,5149728800000000,3070998099030,0,10022416900000000,322578400000000,-16960
ICXETH-11,1635724800000,54540,60970,37090,37640,838905700000000,1638316799999,410396056880,29966,392461600000000,192600458090,0,989934472000000,-151028772000000,-16900
RLCETH-11,1635724800000,102500,147300,86100,86700,336932340000000,1638316799999,348099235780,36297,142684320000000,146848908100,0,355239047000000,-18306707000000,-15800
PROSETH-11,1635724800000,52810,70000,35780,40030,2673627500000000,1638316799999,1172309675630,255912,1275656700000000,561720169220,0,2116985400000000,556642100000000,-12780
ATOMBTC-11,1635724800000,60750,62890,44690,48330,1323723894000000,1638316799999,704254925849,694791,650104846000000,345692382567,0,2054756523000000,-731032629000000,-12420
ADAETH-11,1635724800000,45820,49370,33450,33590,21477184320000000,1638316799999,9215968351009,561891,10997851720000000,4723505314356,0,18596320860000000,2880863460000000,-12230
SHIBBRL-11,1635724800000,38291,42847,20265,26938,428130430205900,1638316799999,126761736548088000,880112,207422774496800,61489017740624700,0,1070793865199700,-642663434993800,-11353
FILBTC-11,1635724800000,105100,108600,85500,94400,654556562000000,1638316799999,636955568384,836975,292407621000000,285161519761,0,641746979000000,12809583000000,-10700
BNTETH-11,1635724800000,99000,104500,88400,88600,188374770000000,1638316799999,180993793330,32974,94230720000000,90729370900,0,134730693000000,53644077000000,-10400
USDPBUSD-11,1635724800000,100000000,100030000,99960000,99990000,1838503487000000,1638316799999,1838554188790800,12751,1034336121000000,1034483154390700,0,1968196371000000,-129692884000000,-10000
STRAXETH-11,1635724800000,52390,63330,43020,43200,307797200000000,1638316799999,147479519899,23654,147286260000000,70707257933,0,249223747000000,58573453000000,-9190
CHZBNB-11,1635724800000,79460,97100,69870,70400,28718250700000000,1638316799999,23263280863030,312244,14610678900000000,11851941645870,0,23832931200000000,4885319500000000,-9060
BTGBTC-11,1635724800000,106400,113300,95100,97500,30212616000000,1638316799999,31059824910,68720,14497420000000,14925759676,0,42528264000000,-12315648000000,-8900
CVPETH-11,1635724800000,39670,54000,31120,31210,363868741000000,1638316799999,132947867444,17465,151257300000000,55447436270,0,558365169000000,-194496428000000,-8460
ANTBNB-11,1635724800000,891000,1514000,740000,883000,165994434000000,1638316799999,1751258362040,27990,80777105000000,843051435200,0,65118740000000,100875694000000,-8000
FTTBTC-11,1635724800000,96900,103670,82070,88910,257700333000000,1638316799999,237370019617,218313,126830074000000,116654839273,0,503171197000000,-245470864000000,-7990
AUCTIONBTC-11,1635724800000,59150,69160,49910,51590,95486143000000,1638316799999,55892477110,153878,46878608000000,27569703055,0,293358083000000,-197871940000000,-7560
ZILBNB-11,1635724800000,21410,21410,13430,14050,10040539600000000,1638316799999,1655255971030,26587,4885906200000000,804346431540,0,11065668300000000,-1025128700000000,-7360
NEOBTC-11,1635724800000,72900,79500,65200,65900,187057767000000,1638316799999,135721586169,195058,96052932000000,69702198874,0,210943212000000,-23885445000000,-7000
PUNDIXETH-11,1635724800000,36680,44680,29550,29840,711826090000000,1638316799999,243436642506,34173,341855080000000,117108540557,0,1047192476000000,-335366386000000,-6840
OMGBTC-11,1635724800000,21870,32550,13930,15190,4820409020000000,1638316799999,1075097161847,1102406,2330468550000000,524328700685,0,3785144278000000,1035264742000000,-6680
VETBNB-11,1635724800000,25320,29040,18090,19120,74610009900000000,1638316799999,18155177734570,260252,36565352600000000,8924229167980,0,72962766100000000,1647243800000000,-6200
USDTBVND-11,1635724800000,2376900,2383800,2361500,2371000,1864100000000,1635940799999,44222753500,361,929400000000,22091631600,0,41773200000000,-39909100000000,-5900
LSKETH-11,1635724800000,81200,100000,72000,75300,147943540000000,1638316799999,118949451810,16923,63813140000000,51392348050,0,200385457000000,-52441917000000,-5900
RVNBNB-11,1635724800000,23070,28020,17120,17180,6494158800000000,1638316799999,1356426034010,26901,3421473500000000,712335789990,0,5094428600000000,1399730200000000,-5890
WAVESBTC-11,1635724800000,43100,44890,32610,37530,345867748000000,1638316799999,132428825189,201879,176550931000000,67635245964,0,589940528000000,-244072780000000,-5570
ADXETH-11,1635724800000,21330,24450,15510,15860,4560030200000000,1638316799999,810891050420,102335,2300689400000000,409510179860,0,14286421600000000,-9726391400000000,-5470
CELRBNB-11,1635724800000,23263,29370,16805,17966,14025740800000000,1638316799999,2906975814551,41511,7387857400000000,1529200073805,0,16150138200000000,-2124397400000000,-5297
BTCSTBTC-11,1635724800000,60730,77820,52060,55870,103424519000000,1638316799999,62527346165,125588,51908811000000,31359267357,0,447413338000000,-343988819000000,-4860
FIOBNB-11,1635724800000,34960,41180,27130,30120,4016297900000000,1638316799999,1291516174260,27497,1906705000000000,613212446550,0,2601607760000000,1414690140000000,-4840
PERPBTC-11,1635724800000,26790,36060,21100,22150,231517435000000,1638316799999,59386929265,109764,115349133000000,29683364206,0,310723876000000,-79206441000000,-4640
KMDETH-11,1635724800000,25160,30220,20420,20580,471879100000000,1638316799999,107898553598,25585,233578900000000,53463752740,0,596221000000000,-124341900000000,-4580
LINKBTC-11,1635724800000,48940,56400,41440,44440,3827082380000000,1638316799999,1884027347038,1452233,1925722072000000,949214309704,0,4090094339000000,-263011959000000,-4500
UFTETH-11,1635724800000,23250,26600,18480,18760,555159460000000,1638316799999,118982165708,31697,255391460000000,54947218962,0,871545563000000,-316386103000000,-4490
BARBTC-11,1635724800000,23960,27780,19040,19510,65119415000000,1638316799999,14716408024,49307,30786087000000,6966137967,0,56472601000000,8646814000000,-4450
GRTETH-11,1635724800000,24360,27810,19780,19920,3352642200000000,1638316799999,774447254870,74960,1735460400000000,400138904290,0,4991719000000000,-1639076800000000,-4440
XRPETH-11,1635724800000,25950,28310,21500,21570,24848235500000000,1638316799999,6313269120582,368362,12475331000000000,3165145844450,0,22285732400000000,2562503100000000,-4380
RUNEBTC-11,1635724800000,24210,27680,16300,19840,1923961850000000,1638316799999,404601438138,617078,945431300000000,198996049460,0,2621154140000000,-697192290000000,-4370
ATMBTC-11,1635724800000,19820,22360,15270,15580,72878732000000,1638316799999,13415941744,42941,35714866000000,6573859974,0,58818366000000,14060366000000,-4240
KNCETH-11,1635724800000,46050,57980,39080,41840,642868630000000,1638316799999,280808826192,29768,261898750000000,116497990833,0,639780440000000,3088190000000,-4210
TRBBTC-11,1635724800000,96900,125700,85300,92700,53759183000000,1638316799999,54003923519,84036,25744676000000,25902773234,0,52962646700000,796536300000,-4200
CAKEBTC-11,1635724800000,28800,33080,22050,24610,1454148461000000,1638316799999,400831799278,392316,710604806000000,196037474485,0,1208760693000000,245387768000000,-4190
BONDBTC-11,1635724800000,46800,85450,42440,42850,79052721000000,1638316799999,40874035880,81238,37756113000000,19574118034,0,148374209000000,-69321488000000,-3950
ETCBTC-11,1635724800000,88600,96400,80300,84800,388459800000000,1638316799999,339412556630,286917,183214922000000,160188955173,0,341995569000000,46464231000000,-3800
XVSBTC-11,1635724800000,42570,49920,36210,38850,199787284000000,1638316799999,82755471993,197571,99004112000000,41021920042,0,191139876000000,8647408000000,-3720
SUSHIBTC-11,1635724800000,17780,21730,12310,14070,2887452445000000,1638316799999,466937655982,559125,1415616468000000,228924884327,0,2130250118000000,757202327000000,-3710
UNIBTC-11,1635724800000,40770,44280,33600,37310,1069799144000000,1638316799999,410421109717,610106,534308533000000,205220055188,0,1173800549000000,-104001405000000,-3460
WANETH-11,1635724800000,22010,27400,18490,18580,890820500000000,1638316799999,189227723310,73442,455521400000000,96578555980,0,819645636000000,71174864000000,-3430
SCRTBTC-11,1635724800000,13866,16100,10100,10538,1646191970000000,1638316799999,218043255869,613202,793758820000000,105476509321,0,6126198210000000,-4480006240000000,-3328
XECBUSD-11,1635724800000,18233,22860,13500,14926,140105287555000,1638316799999,26555379761728800,798814,69240197549200,13152379259806800,0,190330587632600,-50225300077600,-3307
XECUSDT-11,1635724800000,18218,22880,13432,14927,538431293471600,1638316799999,100569046699072000,3752878,265157679972000,49632381625733800,0,518911067951300,19520225520300,-3291
DGBBNB-11,1635724800000,10970,11160,7180,7680,11380777200000000,1638316799999,1047367403960,21203,5211025300000000,481681005400,0,9430268700000000,1950508500000000,-3290
DCRBTC-11,1635724800000,187100,195100,147000,183900,36767227300000,1638316799999,65447281919,151601,14724846700000,26227935010,0,32107569000000,4659658300000,-3200
ONTETH-11,1635724800000,24370,26780,21160,21210,1107923600000000,1638316799999,258767175980,41143,571009100000000,133370058420,0,1155222597000000,-47298997000000,-3160
BALBTC-11,1635724800000,40190,46290,33090,37050,97714833000000,1638316799999,37703539630,89427,47989002000000,18507066392,0,108900619000000,-11185786000000,-3140
DOTBTC-11,1635724800000,69770,89050,60370,66650,5433790163000000,1638316799999,4007805236110,3125258,2712967413000000,2005127273081,0,6492723780000000,-1058933617000000,-3120
IOTAETH-11,1635724800000,34460,37640,26680,31360,2187120300000000,1638316799999,695611067324,57903,1050110700000000,335327713040,0,1667648800000000,519471500000000,-3100
IOSTBNB-11,1635724800000,9467,10412,6113,6406,19104074100000000,1638316799999,1504647568761,23146,8762123500000000,695102701363,0,21893175400000000,-2789101300000000,-3061
SNXBTC-11,1635724800000,16520,18900,12870,13460,747421791000000,1638316799999,114724855169,174020,362043390000000,55713049935,0,807298579000000,-59876788000000,-3060
PSGBTC-11,1635724800000,33170,46130,29750,30250,128879638000000,1638316799999,45206142495,86382,61785831000000,21728942638,0,64220917000000,64658721000000,-2920
ACMBTC-11,1635724800000,13920,14310,10950,11060,95550570000000,1638316799999,11888177977,71282,43575170000000,5421247069,0,94883964000000,666606000000,-2860
JUVBTC-11,1635724800000,20430,23300,17280,17620,63815578000000,1638316799999,12577505818,45679,31070091000000,6140158031,0,141438661000000,-77623083000000,-2810
PROMBTC-11,1635724800000,30180,37490,11320,27440,77947710000000,1638316799999,22850862795,49491,39793493000000,11695297555,0,78777681000000,-829971000000,-2740
DYDXBTC-11,1635724800000,24761,30652,19520,22036,1311427369000000,1638316799999,322355616760,578592,636938921000000,157070158766,0,1536192289000000,-224764920000000,-2725
BANDBTC-11,1635724800000,16070,17320,12040,13550,802566420000000,1638316799999,114301974317,212435,377176940000000,53892309036,0,634557850000000,168008570000000,-2520
REPBTC-11,1635724800000,40790,43480,35960,38570,64789261000000,1638316799999,25198770595,149271,31013944000000,12066088087,0,78117047100000,-13327786100000,-2220
GXSETH-11,1635724800000,15300,16870,13080,13100,1105416400000000,1638316799999,160476649860,108443,595136100000000,86522994350,0,1727680284000000,-622263884000000,-2200
ZRXETH-11,1635724800000,27740,32620,25100,25580,682070800000000,1638316799999,188413726820,19936,328357000000000,91005030490,0,879149600000000,-197078800000000,-2160
ELFETH-11,1635724800000,13490,18310,11180,11370,1367075100000000,1638316799999,175192094280,25654,632335900000000,81594927410,0,3947311500000000,-2580236400000000,-2120
FORTHBTC-11,1635724800000,26870,32290,22490,24840,156858102000000,1638316799999,40613083810,81465,84390704000000,21978269863,0,250800938000000,-93942836000000,-2030
ASRBTC-11,1635724800000,10440,11430,8360,8440,112952680000000,1638316799999,10963888380,37062,53365000000000,5176287157,0,86907459000000,26045221000000,-2000
ICPBTC-11,1635724800000,73500,89400,67200,71600,459479901000000,1638316799999,351133906682,419214,224138132000000,171376809031,0,424663039000000,34816862000000,-1900
SRMBTC-11,1635724800000,11810,14200,8950,9920,1157935930000000,1638316799999,130329451745,154383,561087620000000,62772010694,0,1518168760000000,-360232830000000,-1890
PIVXETH-11,1635724800000,18470,25000,15440,16590,803942600000000,1638316799999,148836820400,24155,406152600000000,76460902720,0,417687390000000,386255210000000,-1880
SHIBEUR-11,1635724800000,5821,6500,3162,4188,3438436986820500,1638316799999,156154550914209000,2060551,1722217173656500,78122206168657400,0,11187358581945000,-7748921595124500,-1633
NANOBTC-11,1635724800000,10180,10930,8380,8560,1131872480000000,1638316799999,105234857318,349863,551044370000000,51376847832,0,1373653287000000,-241780807000000,-1620
OGBTC-11,1635724800000,10280,12590,8700,8780,176333975000000,1638316799999,18579742261,47227,82481160000000,8699741490,0,121785810000000,54548165000000,-1500
NEBLETH-11,1635724800000,33170,37950,26540,31720,257056300000000,1638316799999,81198463100,15182,129428600000000,40881316090,0,326575900000000,-69519600000000,-1450
XLMETH-11,1635724800000,8680,9110,7220,7250,9424269500000000,1638316799999,766354419540,78939,4803445600000000,390967004900,0,14905345900000000,-5481076400000000,-1430
STMXBNB-11,1635724800000,6160,6346,4531,4846,7886613400000000,1638316799999,413145521286,8480,3631749900000000,189215582627,0,10216003100000000,-2329389700000000,-1314
NEARBTC-11,1635724800000,16591,19510,14050,15336,2088610310000000,1638316799999,347557286844,493689,1015415420000000,169123815127,0,2706600440000000,-617990130000000,-1255
1INCHBTC-11,1635724800000,7464,7611,5910,6228,3623881620000000,1638316799999,248142145844,364014,1801200430000000,123366329736,0,6848212090000000,-3224330470000000,-1236
FLOWBTC-11,1635724800000,22950,28990,19580,21760,645300576000000,1638316799999,144381217819,140610,331415155000000,74102658938,0,838957490000000,-193656914000000,-1190
GVTBTC-11,1635724800000,2956,3085,1392,1792,844209730000000,1636102799999,17569740650,59149,393890530000000,8247059474,0,1196121415000000,-351911685000000,-1164
CELOBTC-11,1635724800000,10154,10786,8358,9064,744455150000000,1638316799999,70048000110,128529,396673710000000,37321951224,0,1218989760000000,-474534610000000,-1090
KAVABTC-11,1635724800000,9630,10290,7890,8770,672617230000000,1638316799999,60920860387,92162,300711160000000,27259000636,0,775402300000000,-102785070000000,-860
HEGICETH-11,1635724800000,3079,3667,2215,2259,7665429100000000,1638316799999,213760420308,43443,3540337300000000,99129268683,0,5770771900000000,1894657200000000,-820
GASBTC-11,1635724800000,14630,15270,12000,13840,224405640000000,1638316799999,31127395251,199860,116494467000000,16178031314,0,371632523000000,-147226883000000,-790
XEMETH-11,1635724800000,4456,5310,3676,3689,5050580400000000,1638316799999,218648185544,22153,2434583500000000,105807302628,0,3673457400000000,1377123000000000,-767
ICXBTC-11,1635724800000,3809,4425,2977,3068,6658461000000000,1638316799999,239886778804,353062,3295766900000000,119053921495,0,6463015700000000,195445300000000,-741
ZILETH-11,1635724800000,2624,2664,1887,1891,27049310100000000,1638316799999,597487872347,62657,13308565900000000,294282229034,0,36848908800000000,-9799598700000000,-733
XTZBTC-11,1635724800000,10353,11106,8007,9631,3803374612000000,1638316799999,355410615149,452394,1958112510000000,183371347323,0,6657583629000000,-2854209017000000,-722
C98BTC-11,1635724800000,6000,7069,5132,5306,1154975810000000,1638316799999,69213345203,164880,563618880000000,33822755500,0,2495255080000000,-1340279270000000,-694
EOSBTC-11,1635724800000,7570,8070,6760,7020,5175670510000000,1638316799999,382631374779,335438,2564692630000000,190002823172,0,5469418449000000,-293747939000000,-550
VETETH-11,1635724800000,3103,3913,2567,2573,136706278600000000,1638316799999,4494342734716,382262,70321946700000000,2314233636013,0,128259278900000000,8446999700000000,-530
MDXBTC-11,1635724800000,1646,1809,1110,1128,2886616950000000,1638316799999,39647410858,72860,1385869190000000,19121923562,0,2458018540000000,428598410000000,-518
MTLBTC-11,1635724800000,5619,5863,4614,5122,1220592280000000,1638316799999,64576566539,148363,631665040000000,33372462048,0,3655325780000000,-2434733500000000,-497
STEEMETH-11,1635724800000,14450,19400,12340,13970,1916561100000000,1638316799999,282096417770,27659,951364300000000,140640127510,0,2883646777000000,-967085677000000,-480
ADABTC-11,1635724800000,3206,3509,2658,2730,108935747290000000,1638316799999,3401010579152,2501978,55117681330000000,1721374918120,0,117244991410000000,-8309244120000000,-476
NASETH-11,1635724800000,9710,19300,9040,9250,3494408500000000,1638316799999,360440726212,73246,1740778000000000,180222836970,0,6924527900000000,-3430119400000000,-460
AVABTC-11,1635724800000,4574,5150,4045,4159,1301156647000000,1638316799999,59235471454,145823,604454860000000,27609341933,0,1586236785000000,-285080138000000,-415
MIRBTC-11,1635724800000,5121,6558,4557,4755,1291890480000000,1638316799999,67065138673,109737,636649410000000,33108899649,0,1215911465000000,75979015000000,-366
BELBTC-11,1635724800000,4174,4720,3266,3817,905176620000000,1638316799999,35899941090,131958,455791390000000,18137477178,0,1720031210000000,-814854590000000,-357
FIROBTC-11,1635724800000,13810,16640,11760,13500,170719230000000,1638316799999,23068234657,53601,82476930000000,11152533063,0,320275235000000,-149556005000000,-310
SKYBTC-11,1635724800000,1125,1153,557,829,3131518120000000,1636102799999,24341092680,80374,1474707110700000,11417035807,0,4799058290000000,-1667540170000000,-296
TKOBTC-11,1635724800000,3128,3726,2653,2841,1591811990000000,1638316799999,48337501097,94859,796410780000000,24322106778,0,1261430210000000,330381780000000,-287
TRXETH-11,1635724800000,2369,2751,2081,2087,97604267000000000,1638316799999,2339124017118,272174,49370482500000000,1184721590098,0,94032618900000000,3571648100000000,-282
DODOBTC-11,1635724800000,2818,3036,2151,2541,2220567240000000,1638316799999,57945389188,105870,1158611340000000,30226269557,0,2525853390000000,-305286150000000,-277
MFTBNB-11,1635724800000,2563,2721,1880,2295,76005725600000000,1638316799999,1744600025075,26240,33098744300000000,758586377005,0,74884873700000000,1120851900000000,-268
ALPACABTC-11,1635724800000,1460,1568,1186,1203,1493595730000000,1638316799999,19916119200,49678,711471900000000,9477246410,0,1603617040000000,-110021310000000,-257
BAKEBTC-11,1635724800000,3268,3621,2978,3035,2199388090000000,1638316799999,72672940082,130663,1109892670000000,36697931691,0,3309150080000000,-1109761990000000,-233
STRAXBTC-11,1635724800000,3720,4440,3104,3507,1023497700000000,1638316799999,35908869911,66870,498254300000000,17552089407,0,1084857870000000,-61360170000000,-213
WRXBTC-11,1635724800000,2336,3319,2002,2132,5245235260000000,1638316799999,128267483274,298724,2549321410000000,62613155206,0,3205832420000000,2039402840000000,-204
NMRBTC-11,1635724800000,70200,76400,65600,70000,32946548000000,1638316799999,23079081319,51080,15256607000000,10679962956,0,57104014000000,-24157466000000,-200
TRUBTC-11,1635724800000,968,1131,727,784,3845366400000000,1638316799999,34201828313,99350,1904280600000000,16962566916,0,10850385240000000,-7005018840000000,-184
VIBETH-11,1635724800000,1241,1850,1067,1076,30680936300000000,1638316799999,369549088127,23468,22285825500000000,266290698543,0,22404810400000000,8276125900000000,-165
KLAYBTC-11,1635724800000,2590,2981,2169,2428,1783176420000000,1638316799999,45359799506,144726,979462340000000,24987457233,0,3423526000000000,-1640349580000000,-162
THETABTC-11,1635724800000,11770,13220,10120,11610,4275937200000000,1638316799999,497247334270,560029,2102271700000000,244848861747,0,4904353400000000,-628416200000000,-160
BCDBTC-11,1635724800000,3207,4195,2940,3049,2771293370000000,1638316799999,90255024847,173038,1330825610000000,43411447962,0,3838044420000000,-1066751050000000,-158
BZRXBTC-11,1635724800000,662,781,424,505,16166107700000000,1638316799999,91980893433,171205,7831121100000000,44731062225,0,14187856000000000,1978251700000000,-157
PHABTC-11,1635724800000,1240,1529,1076,1105,4421494900000000,1638316799999,54001153578,160613,2111718000000000,25865690544,0,4370815200000000,50679700000000,-135
SNTETH-11,1635724800000,2241,2737,1960,2114,11682421000000000,1638316799999,261895755273,38440,5716329400000000,128325372823,0,8025540300000000,3656880700000000,-127
RLCBTC-11,1635724800000,7166,10417,6510,7054,1953831310000000,1638316799999,147850930651,296317,954327570000000,72735342227,0,2038054570000000,-84223260000000,-112
ONGBTC-11,1635724800000,2085,2116,1775,1979,1582207700000000,1638316799999,31015980208,60920,780173300000000,15318355181,0,2954314400000000,-1372106700000000,-106
RENBTC-11,1635724800000,1678,1785,1245,1573,7107627100000000,1638316799999,107959576757,177606,3471487100000000,52748712086,0,10580982600000000,-3473355500000000,-105
