KRIPTOLAR,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Volume2,vol_fark,satis_fark
EOSUPUSDT-11,1635724800000,66990000,91100000,33240000,42030000,12342824899000000,1638316799999,7023656975315800,273259,6251686761000000,3559053398990000,0,8275630271000000,4067194628000000,-24960000
QUICKBNB-11,1635724800000,77300000,83400000,51900000,54200000,1332539400000,1638316799999,833196949900,14232,626233300000,390872624700,0,1688965500000,-356426100000,-23100000
WRXBUSD-11,1635724800000,143500000,210400000,108300000,121300000,5804597206000000,1638316799999,9144295161680400,422320,2847183146000000,4485733972760400,0,5192803740000000,611793466000000,-22200000
BCHBNB-11,1635724800000,113700000,115000000,88100000,91500000,5749171300000,1638316799999,5832362500500,63477,3150062100000,3199448235500,0,4651788400000,1097382900000,-22200000
WRXUSDT-11,1635724800000,143300000,210000000,108000000,121300000,37643741833000000,1638316799999,56916351839818100,2824841,18469172162000000,27993887505220100,0,30768025280000000,6875716553000000,-22000000
QNTBNB-11,1635724800000,54200000,54200000,31340000,32290000,5298910400000,1638316799999,2181325628070,30964,2285610600000,957952066640,0,3853138200000,1445772200000,-21910000
ALPACABUSD-11,1635724800000,89500000,94990000,67350000,68380000,3683121090000000,1638316799999,3021592390131000,145547,1740480940000000,1429745224794000,0,7274617610000000,-3591496520000000,-21120000
ALPACAUSDT-11,1635724800000,89430000,95000000,67310000,68360000,14081168860000000,1638316799999,11541704540668000,503307,6686215140000000,5479836141919000,0,20685690430000000,-6604521570000000,-21070000
KLAYUSDT-11,1635724800000,159000000,190000000,124800000,138800000,23382460950000000,1638316799999,36061025599930000,1495217,11532908380000000,17790997023280000,0,31333949760000000,-7951488810000000,-20200000
KLAYBUSD-11,1635724800000,158900000,187700000,125300000,139200000,2542453780000000,1638316799999,3934098237110000,246320,1275946250000000,1980855706550000,0,9283382330000000,-6740928550000000,-19700000
AAVEBNB-11,1635724800000,59880000,60510000,38000000,41250000,7844122500000,1638316799999,3789151576740,79645,3719297400000,1804876617280,0,10283012900000,-2438890400000,-18630000
PUNDIXUSDT-11,1635724800000,156700000,195000000,120000000,138200000,6763879510000000,1638316799999,10220768733900000,348480,3411961450000000,5160689979700000,0,8995901010000000,-2232021500000000,-18500000
SXPUSDT-11,1635724800000,244400000,300000000,206200000,227100000,63193655990000000,1638316799999,159164644762050000,7759292,31128332450000000,78396872249960000,0,55265636962700000,7928019027300000,-17300000
SXPBUSD-11,1635724800000,244600000,299500000,206600000,227300000,4647453800000000,1638316799999,11724255195810000,303102,2360887190000000,5955727515970000,0,5139949650000000,-492495850000000,-17300000
FISBRL-11,1635724800000,960000000,1430000000,760000000,943000000,1849861370000000,1638316799999,18484717269600000,58273,867787080000000,8751479580500000,0,239376450000000,1610484920000000,-17000000
WRXEUR-11,1635724800000,123980000,181650000,96110000,107220000,913462510000000,1638316799999,1224124103652000,37555,440892700000000,593172164002000,0,467198730000000,446263780000000,-16760000
ONGUSDT-11,1635724800000,128420000,133500000,103730000,112530000,4260685700000000,1638316799999,5031281147590000,221180,2177977300000000,2572870967230000,0,11324552572000000,-7063866872000000,-15890000
ETHDOWNUSDT-11,1635724800000,63200000,77470000,43000000,48350000,24505594856000000,1638316799999,14018298659904400,598174,12185679475000000,6971500801960000,0,20686952157000000,3818642699000000,-14850000
BNTUSDT-11,1635724800000,424400000,502220000,369700000,409700000,2023054640000000,1638316799999,8729170593477900,405547,974945646000000,4220217870367900,0,960163490000000,1062891150000000,-14700000
XMRBNB-11,1635724800000,52400000,53380000,36800000,38360000,4796534000000,1638316799999,2003165540910,31424,2635063700000,1098191559480,0,3877735100000,918798900000,-14040000
BNTBUSD-11,1635724800000,424700000,500700000,368200000,411200000,127699273000000,1638316799999,553747851811300,56425,60895237000000,264435343211300,0,78766490000000,48932783000000,-13500000
CREAMBNB-11,1635724800000,19200000,19780000,5470000,5710000,72954401900000,1638316799999,5927983312910,91729,33017813500000,2674256121740,0,60319022200000,12635379700000,-13490000
RENBUSD-11,1635724800000,103030000,104070000,70740000,89570000,2573689100000000,1638316799999,2319931207940000,121756,1343430000000000,1209002806460000,0,4479777100000000,-1906088000000000,-13460000
UFTBUSD-11,1635724800000,99980000,113000000,81390000,86680000,3119725000000000,1638316799999,3007224094850000,238743,1448349100000000,1396667666810000,0,7068238000000000,-3948513000000000,-13300000
PHAUSDT-11,1635724800000,76150000,96300000,61100000,62850000,17715537000000000,1638316799999,13289531340460000,468642,8556976500000000,6454786227870000,0,26915723200000000,-9200186200000000,-13300000
PHABUSD-11,1635724800000,76080000,96040000,61180000,62900000,3579321100000000,1638316799999,2736931264860000,182212,1738715200000000,1336480543790000,0,8322886500000000,-4743565400000000,-13180000
KMDUSDT-11,1635724800000,107660000,118660000,83000000,95310000,7105105200000000,1638316799999,7186715963220000,370487,3519963700000000,3568936084160000,0,12986464600000000,-5881359400000000,-12350000
GRTBUSD-11,1635724800000,104510000,133810000,84190000,92340000,20133671815000000,1638316799999,20622711237207000,2871749,10010180888000000,10274191619347000,0,18472759813000000,1660912002000000,-12170000
SXPEUR-11,1635724800000,212300000,263900000,183000000,200500000,3894845720000000,1638316799999,8418490348740000,114034,1962565930000000,4248797926980000,0,4178545674700000,-283699954700000,-11800000
BZRXBUSD-11,1635724800000,40570000,48340000,24100000,28810000,11325432541000000,1638316799999,3884431417301300,195046,5516738359000000,1888801664986300,0,11696279800000000,-370847259000000,-11760000
XRPTUSD-11,1635724800000,111430000,135000000,88350000,99870000,1124312100000000,1638316799999,1260925785730000,22208,553739100000000,624454733350000,0,1170282800000000,-45970700000000,-11560000
XRPBUSD-11,1635724800000,111320000,134900000,88410000,99900000,132400799700000000,1638316799999,150229640298930000,2777003,65653784000000000,74505986329050000,0,140120375500000000,-7719575800000000,-11420000
XRPUSDC-11,1635724800000,111210000,134900000,88350000,99840000,15064634500000000,1638316799999,17021797460300000,166518,6920058800000000,7869369799710000,0,15168988000000000,-104353500000000,-11370000
GNOBNB-11,1635724800000,85360000,102300000,64520000,74330000,1254232000000,1638316799999,996493738220,18015,592683900000,470810098910,0,18971617800000,-17717385800000,-11030000
WINGUSDT-11,1635724800000,1913000000,2595000000,1741000000,1902000000,455276383000000,1638316799999,9719792852290000,442086,223638632000000,4786457850390000,0,908360400000000,-453084017000000,-11000000
MATICEUR-11,1635724800000,168240000,185680000,126900000,157520000,5601374160000000,1638316799999,8691765290005000,200564,2979817210000000,4635736335324000,0,11745338558000000,-6143964398000000,-10720000
FRONTBUSD-11,1635724800000,114560000,153700000,84350000,104130000,10660733883000000,1638316799999,11988687957648600,624497,5276473600000000,5946434650150000,0,11977829100000000,-1317095217000000,-10430000
FARMBNB-11,1635724800000,30330000,33490000,19610000,19910000,12923315800000,1638316799999,2913510118100,27520,6179941200000,1393454041040,0,4329892400000,8593423400000,-10420000
CLVBUSD-11,1635724800000,120100000,160100000,101900000,110100000,2925503010000000,1638316799999,3748658175400000,241949,1410827420000000,1815799336330000,0,5092559200000000,-2167056190000000,-10000000
CLVUSDT-11,1635724800000,120100000,160000000,101400000,110300000,20852073570000000,1638316799999,26159367817470000,715210,10077476390000000,12677375147510000,0,22892473570000000,-2040400000000000,-9800000
SXPGBP-11,1635724800000,178400000,222800000,158000000,168700000,280588190000000,1638316799999,531017778640000,10651,138093590000000,262075177810000,0,302204190000000,-21616000000000,-9700000
GRTEUR-11,1635724800000,90670000,115700000,73350000,81410000,2525514995000000,1638316799999,2262673552360300,69411,1276429620000000,1145072413155300,0,3282037241000000,-756522246000000,-9260000
CTKBUSD-11,1635724800000,195400000,231000000,151000000,186600000,1037192060000000,1638316799999,1990628781100000,169952,510523840000000,982275248150000,0,1994656190000000,-957464130000000,-8800000
CTKUSDT-11,1635724800000,195200000,230600000,150400000,186400000,9506583670000000,1638316799999,18044047682330000,936329,4719234690000000,8990054080220000,0,13521572080000000,-4014988410000000,-8800000
XRPEUR-11,1635724800000,96720000,117030000,78560000,88040000,21290419800000000,1638316799999,21200189993010000,399800,10662179800000000,10633172057060000,0,19820574300000000,1469845500000000,-8680000
MLNBNB-11,1635724800000,25340000,25740000,16470000,16760000,4235581300000,1638316799999,876260777130,7779,1989510400000,415200515460,0,2881144700000,1354436600000,-8580000
TRXUPUSDT-11,1635724800000,35300000,61500000,21195000,26726000,10485771889000000,1638316799999,3945947266699430,202923,5331873534000000,2003708282456660,0,7868842657000000,2616929232000000,-8574000
XRPAUD-11,1635724800000,148610000,183830000,125430000,140330000,6295870500000000,1638316799999,9729100681920000,169081,3212792600000000,4988934863100000,0,6698767200000000,-402896700000000,-8280000
ALPHABUSD-11,1635724800000,102200000,128060000,81360000,94010000,4174458800000000,1638316799999,4503396230700000,220251,2033490100000000,2204253370540000,0,3926280700000000,248178100000000,-8190000
WANUSDT-11,1635724800000,94060000,123360000,77090000,85910000,9703034300000000,1638316799999,9235444186840000,409679,4771022900000000,4543235492490000,0,8934651500000000,768382800000000,-8150000
MATICGBP-11,1635724800000,140600000,156150000,107400000,132670000,675935970000000,1638316799999,871835192232000,23866,403239370000000,519851555847000,0,990484938900000,-314548968900000,-7930000
DASHBNB-11,1635724800000,36690000,38170000,28580000,28780000,3514340500000,1638316799999,1190482959500,25438,1877497500000,641710940530,0,2986147100000,528193400000,-7910000
KSMBNB-11,1635724800000,70520000,87990000,50950000,62980000,2345186200000,1638316799999,1590250651030,25633,951227100000,640448790300,0,2807455600000,-462269400000,-7540000
AAVEUPUSDT-11,1635724800000,67360000,83600000,52310000,60080000,2414222579000000,1636599599999,1694221260594400,158743,1265266898000000,892464625432300,0,10325106914000000,-7910884335000000,-7280000
MATICAUD-11,1635724800000,258400000,289900000,200000000,251300000,1050068980000000,1638316799999,2537195015740000,43455,502959750000000,1221225361160000,0,1480078720000000,-430009740000000,-7100000
YFIUPUSDT-11,1635724800000,19690000,22940000,11040000,12640000,6375359941000000,1638316799999,1055716661514900,102329,3285450047000000,543113687665600,0,7322214106000000,-946854165000000,-7050000
WINGBUSD-11,1635724800000,1914000000,2600000000,1743000000,1907000000,75873860000000,1638316799999,1636188728490000,154549,37621454000000,812335607680000,0,232689925000000,-156816065000000,-7000000
XRPGBP-11,1635724800000,80970000,98120000,67350000,74240000,6543086000000000,1638316799999,5510793289360000,107632,3172184000000000,2679849107580000,0,7268218600000000,-725132600000000,-6730000
ONTBUSD-11,1635724800000,104520000,123800000,90000000,98020000,6073594000000000,1638316799999,6328169980470000,722755,3005177100000000,3136755086110000,0,7212016600000000,-1138422600000000,-6500000
DOTBIDR-11,1635724800000,60884700,78785000,47000000,54644000,41195280800000,1638316799999,26383427251264,68332,20864373800000,13383466826577,0,70014972800000,-28819692000000,-6240700
SXPAUD-11,1635724800000,326600000,409600000,292900000,320400000,586123990000000,1638316799999,1988035161870000,19173,279335830000000,950770027840000,0,367215420000000,218908570000000,-6200000
EPSBUSD-11,1635724800000,50790000,68600000,42140000,44870000,13424881200000000,1638316799999,7449415205640000,384048,6522221500000000,3623849343590000,0,20914362800000000,-7489481600000000,-5920000
FETBUSD-11,1635724800000,78300000,102860000,66160000,72890000,15389246000000000,1638316799999,13059479710890000,617983,7788687400000000,6612866711590000,0,14300845400000000,1088400600000000,-5410000
ELFBUSD-11,1635724800000,58070000,65850000,48900000,52670000,2584312700000000,1638316799999,1462575672669000,95507,1260249750000000,713684846637000,0,2982238330000000,-397925630000000,-5400000
BUSDVAI-11,1635724800000,115200000,120000000,100100000,109800000,399225580000000,1638316799999,448952515010000,10251,185057260000000,210996166340000,0,2136952530000000,-1737726950000000,-5400000
ELFUSDT-11,1635724800000,57950000,65740000,48640000,52630000,14008940630000000,1638316799999,7871612781307000,294162,7101939760000000,3992519716622000,0,13277498310000000,731442320000000,-5320000
SOLBNB-11,1635724800000,38590000,44870000,31510000,33530000,132280072000000,1638316799999,49578783513400,600584,64988294000000,24380649950200,0,172037273000000,-39757201000000,-5060000
KNCUSDT-11,1635724800000,199000000,245500000,158100000,194000000,14239390719000000,1638316799999,27767576400119800,1024032,7212387263100000,14048579749262900,0,11109522440000000,3129868279000000,-5000000
NULSUSDT-11,1635724800000,56480000,71000000,46210000,51540000,10053406100000000,1638316799999,5713838770380000,282978,5007449000000000,2856744948470000,0,19521218769000000,-9467812669000000,-4940000
BCHDOWNUSDT-11,1635724800000,23730000,25890000,13990000,18810000,5030254972000000,1638316799999,981514286137600,61896,2763766132000000,539556172122600,0,3916272263000000,1113982709000000,-4920000
GXSUSDT-11,1635724800000,65640000,76000000,53230000,60800000,7199438200000000,1638316799999,4669521524520000,234913,3544438300000000,2301949669590000,0,15325389000000000,-8125950800000000,-4840000
KNCBUSD-11,1635724800000,199000000,243200000,158300000,194400000,1361262702100000,1638316799999,2657831306405200,151625,674347682100000,1319976560185200,0,1073317360000000,287945342100000,-4600000
AXSBNB-11,1635724800000,26300000,29550000,20660000,22010000,58490890000000,1638316799999,13786317448400,203876,27825816000000,6565203436700,0,95271379000000,-36780489000000,-4290000
TORNBNB-11,1635724800000,11481000,11748000,7146000,7359000,34010728000000,1638316799999,2942186892080,30108,15842600000000,1372813968510,0,100404880000000,-66394152000000,-4122000
AUDBUSD-11,1635724800000,74960000,75180000,70330000,71110000,28618956000000000,1638316799999,20817573750890000,316801,8882628200000000,6482180176220000,0,20252433500000000,8366522500000000,-3850000
SUSHIBIDR-11,1635724800000,15388800,19150200,9423000,11585500,21882504000000,1638316799999,3044727735418,22917,10520235000000,1444123186286,0,158267503000000,-136384999000000,-3803300
YFIBTC-11,1635724800000,55650000,60600000,50000000,51920000,324215823000,1638316799999,174478857702,221477,155652165000,83863858201,0,383607700000,-59391877000,-3730000
FILBNB-11,1635724800000,12260000,12260000,7980000,8620000,116579719000000,1638316799999,11399764640400,269467,55885163000000,5466328669900,0,130818689000000,-14238970000000,-3640000
WTCUSDT-11,1635724800000,98620000,126600000,75110000,95200000,15151065400000000,1638316799999,15558627325500000,648209,7500015000000000,7721563044140000,0,13569814000000000,1581251400000000,-3420000
BCHUPUSDT-11,1635724800000,30790000,45720000,23070000,27450000,5343018039000000,1638316799999,1663804641075400,78906,2860437855000000,891484880206100,0,4702733899000000,640284140000000,-3340000
LTCBNB-11,1635724800000,36560000,45640000,29500000,33370000,43718017700000,1638316799999,16503864115460,255089,21830359600000,8279578957180,0,32063520800000,11654496900000,-3190000
FTTBNB-11,1635724800000,11320000,11340000,7850000,8140000,113529905000000,1638316799999,10593487682600,55413,47311075000000,4420377747200,0,149566973000000,-36037068000000,-3180000
XLMUPUSDT-11,1635724800000,9401000,12667000,5039000,6273000,32744466465000000,1638316799999,2634762468678660,149819,16259416674000000,1309945270762190,0,38187467590000000,-5443001125000000,-3128000
FISUSDT-11,1635724800000,168520000,253000000,136190000,165450000,16654807300000000,1638316799999,31095114056790000,1033288,8371957500000000,15729601013830000,0,12528262600000000,4126544700000000,-3070000
IOTABUSD-11,1635724800000,148080000,166560000,112670000,145070000,11065511200000000,1638316799999,15388396524630000,550748,5455693200000000,7601289679450000,0,12168260100000000,-1102748900000000,-3010000
GBPUSDT-11,1635724800000,137400000,138600000,131300000,134400000,29382793540000000,1638316799999,39645644376430000,591422,14413498620000000,19458992815800000,0,27329136852000000,2053656688000000,-3000000
GBPBUSD-11,1635724800000,137500000,138500000,131400000,134500000,9407797810000000,1638316799999,12708164744880000,201474,4781839480000000,6463903828030000,0,7507233680000000,1900564130000000,-3000000
SXPDOWNUSDT-11,1635724800000,11900000,13410000,6412000,8950000,27294665272000000,1637809199999,2643313747588450,179358,14577543373000000,1413824326407050,0,23946731461000000,3347933811000000,-2950000
IOTAUSDT-11,1635724800000,148090000,166660000,112600000,145140000,95803540800000000,1638316799999,133462391064720000,6171033,46750164700000000,65100719939900000,0,93255618600000000,2547922200000000,-2950000
FISBUSD-11,1635724800000,168950000,253950000,136300000,166020000,2689531400000000,1638316799999,5093986515960000,291314,1305783600000000,2482721876500000,0,3335170800000000,-645639400000000,-2930000
USDTBRL-11,1635724800000,570800000,576000000,545900000,567900000,98803634710000000,1638316799999,555482319801040000,2448823,55843797330000000,313956178163880000,0,96944437242000000,1859197468000000,-2900000
HEGICBUSD-11,1635724800000,13260000,17400000,9770000,10440000,45522978297000000,1638316799999,5980462939714800,506605,21035914811000000,2771705747756300,0,52895868500000000,-7372890203000000,-2820000
BUSDBRL-11,1635724800000,570400000,576400000,546100000,567600000,30277817640000000,1638316799999,170321015327850000,896469,15463306080000000,87031446495420000,0,30653358130000000,-375540490000000,-2800000
SXPUPUSDT-11,1635724800000,20178000,29021000,15117000,17426000,20102545864000000,1637809199999,4065780567025050,262481,10629119086000000,2151280431228920,0,23424681955000000,-3322136091000000,-2752000
XLMEUR-11,1635724800000,32370000,38530000,26640000,29690000,12809697900000000,1638316799999,4048716015346800,114508,6519139960000000,2065524195948800,0,14287625300000000,-1477927400000000,-2680000
ATOMBNB-11,1635724800000,7090000,7152000,4314000,4417000,80853631000000,1638316799999,4370274839930,53720,38090275000000,2059927284410,0,98778141000000,-17924510000000,-2673000
ETCBNB-11,1635724800000,10350000,10460000,7570000,7760000,22350831000000,1638316799999,1981915593800,33920,11158736000000,993507300800,0,27028885000000,-4678054000000,-2590000
NEOBNB-11,1635724800000,8520000,9060000,6000000,6030000,44700799000000,1638316799999,3299874873800,40650,23224261000000,1720797211700,0,40875906000000,3824893000000,-2490000
SKLBUSD-11,1635724800000,34160000,42860000,30100000,31700000,18671843800000000,1638316799999,6816230629170000,277209,9290066900000000,3397469685640000,0,21201809100000000,-2529965300000000,-2460000
BETHETH-11,1635724800000,93320000,94000000,88800000,90880000,4381590140000,1638316799999,4054025091407,107779,1510278190000,1402406312864,0,3854232230000,527357910000,-2440000
RIFUSDT-11,1635724800000,26820000,30770000,23170000,24690000,11305404294000000,1638316799999,3014004433065200,112279,5808219624000000,1547093571845200,0,17862572738000000,-6557168444000000,-2130000
XEMBUSD-11,1635724800000,19240000,24000000,15380000,17180000,10521973400000000,1638316799999,2118684594930000,163795,5111276800000000,1029847090100000,0,6567748600000000,3954224800000000,-2060000
DOTBNB-11,1635724800000,8151000,9863000,5622000,6093000,796776551000000,1638316799999,60984026779930,474739,389446684000000,29849816932050,0,843908722000000,-47132171000000,-2058000
ICPBNB-11,1635724800000,8580000,9990000,6530000,6550000,143659557000000,1638316799999,11096580598200,101585,74188772000000,5730437489500,0,128904013000000,14755544000000,-2030000
EURUSDT-11,1635724800000,115200000,116200000,111800000,113200000,122638731946000000,1638316799999,139575989676488000,2203364,55931557810000000,63666343405450000,0,113200118010000000,9438613936000000,-2000000
XTZUPUSDT-11,1635724800000,5366000,6369000,2087000,3414000,108897528588000000,1638316799999,4245495466582610,293727,58577150483000000,2285026599496680,0,101499322504000000,7398206084000000,-1952000
EURBUSD-11,1635724800000,115300000,116300000,111800000,113400000,35122023130000000,1638316799999,40044796606852200,854544,19321149760000000,22033940425550000,0,31728175720000000,3393847410000000,-1900000
ALGOBUSD-11,1635724800000,183000000,294860000,156540000,181110000,23674324452000000,1638316799999,46640597117690300,1666050,11858358052000000,23455804058830300,0,24911991600000000,-1237667148000000,-1890000
NMRBNB-11,1635724800000,8300000,8300000,6220000,6460000,6938602000000,1638316799999,484223922300,5886,3150597000000,220322522400,0,12658830000000,-5720228000000,-1840000
AAVEETH-11,1635724800000,7320000,7640000,5420000,5540000,10342426800000,1638316799999,685542285655,50783,5040155600000,334434194190,0,11721529900000,-1379103100000,-1780000
WAVESBNB-11,1635724800000,5027000,5257000,3094000,3430000,61449317000000,1638316799999,2391368645980,51916,31907890000000,1237655327870,0,68892981000000,-7443664000000,-1597000
BONDBNB-11,1635724800000,5478000,8989000,3894000,3938000,65991715000000,1638316799999,3218202356070,30540,30161113000000,1464316369940,0,40091244000000,25900471000000,-1540000
VETBUSD-11,1635724800000,13326000,18760000,10407000,11919000,478950562950000000,1638316799999,70182844413233000,2265347,233953175260000000,34307071268109400,0,483448389190000000,-4497826240000000,-1407000
XVSBNB-11,1635724800000,4949000,5098000,3521000,3543000,61668241000000,1638316799999,2570043580180,38347,30618611000000,1277122208050,0,76899283000000,-15231042000000,-1406000
RVNBUSD-11,1635724800000,12123000,14965000,9902000,10760000,37478638490000000,1638316799999,4749865190344700,436374,18686901060000000,2368510721711300,0,43258836590000000,-5780198100000000,-1363000
UNIBNB-11,1635724800000,4760000,4927000,3188000,3414000,207620784000000,1638316799999,8132200208580,189915,101575039000000,3993312815700,0,260656170000000,-53035386000000,-1346000
UTKBUSD-11,1635724800000,39050000,53900000,33320000,37740000,4440669800000000,1638316799999,1949862768510000,153891,2187540800000000,961482846490000,0,6882527500000000,-2441857700000000,-1310000
XMRETH-11,1635724800000,6412000,6543000,5014000,5147000,33389003000000,1638316799999,1903890401874,75305,16359454100000,932509657174,0,27490153800000,5898849200000,-1265000
UTKUSDT-11,1635724800000,38950000,53840000,33140000,37760000,39602471800000000,1638316799999,16918465464390000,602299,19549237400000000,8370459894900000,0,43970842300000000,-4368370500000000,-1190000
CAKEBNB-11,1635724800000,3369000,3503000,2092000,2254000,870161197000000,1638316799999,24745309107700,168072,366685382000000,10290282908570,0,784124929000000,86036268000000,-1115000
PROMBNB-11,1635724800000,3527000,3900000,2391000,2508000,65967618000000,1638316799999,2089715063790,50788,32554679000000,1034889565890,0,180977865000000,-115010247000000,-1019000
RUNEBNB-11,1635724800000,2828000,3186000,1683000,1817000,300671180000000,1638316799999,6784905931400,68734,143750550000000,3268763047200,0,478834570000000,-178163390000000,-1011000
FTMBIDR-11,1635724800000,4070000,4520000,2530000,3076600,358717460000000,1638316799999,12907077226280,74848,165547240000000,6040635483570,0,755050520000000,-396333060000000,-993400
ARBNB-11,1635724800000,10444000,16353000,8890000,9500000,34954991000000,1638316799999,4077138675330,122384,17520925000000,2042619423470,0,24115131000000,10839860000000,-944000
OGNBUSD-11,1635724800000,101000000,150000000,89920000,100120000,6457965130000000,1638316799999,7372903679305000,361681,3150800240000000,3609464548708000,0,3366913450000000,3091051680000000,-880000
DYDXBNB-11,1635724800000,2888500,3480900,1974000,2015600,125003706000000,1638316799999,3124566914091,36409,63186611000000,1583896540714,0,156071255000000,-31067549000000,-872900
ZRXUSDT-11,1635724800000,118820000,146000000,103640000,117950000,32634846900000000,1638316799999,40126777163490000,1452624,16188297100000000,19859463306730000,0,31682561619000000,952285281000000,-870000
VETGBP-11,1635724800000,9698000,13578000,7900000,8856000,23662837483000000,1638316799999,2575882351999330,64389,11744358855000000,1279485451914910,0,24181379214000000,-518541731000000,-842000
ZRXBUSD-11,1635724800000,118800000,146530000,103910000,118000000,2885904100000000,1638316799999,3577643912960000,200302,1432738000000000,1777601168420000,0,4066326482000000,-1180422382000000,-800000
SUSHIBNB-11,1635724800000,2072000,2408000,1152000,1289000,374569052000000,1638316799999,6282287077700,99815,188637500000000,3167174679600,0,337865990000000,36703062000000,-783000
SNXBNB-11,1635724800000,1925000,2138000,1199000,1222000,45145361000000,1638316799999,702452032080,10549,20061594000000,309072059020,0,44658087000000,487274000000,-703000
FLOWBNB-11,1635724800000,2637000,2910000,1925000,1994000,103265535000000,1638316799999,2317063618330,18389,47167638000000,1063101424420,0,153974645000000,-50709110000000,-643000
DASHETH-11,1635724800000,4497000,5254000,3869000,3888000,11821989400000,1638316799999,536724443115,49760,6126427100000,278214276209,0,10830299000000,991690400000,-609000
ADABIDR-11,1635724800000,2794000,3386300,2075000,2235700,927485770000000,1638316799999,25601228582050,100672,488070740000000,13620135511130,0,873664880000000,53820890000000,-558300
NEARBNB-11,1635724800000,1932200,2090000,1312400,1400000,182731110000000,1638316799999,3152014728190,37418,90815580000000,1571063832500,0,260590390000000,-77859280000000,-532200
TRXTUSD-11,1635724800000,10147000,12898000,8958000,9662000,7035378330000000,1638316799999,736410450048700,31335,3419141140000000,357734034348500,0,4748852600000000,2286525730000000,-485000
SRMBNB-11,1635724800000,1383000,1573000,830000,907000,158035790000000,1638316799999,1869677830800,33313,68602260000000,789152194800,0,238680910000000,-80645120000000,-476000
OMBUSD-11,1635724800000,22750000,27570000,20300000,22310000,13241436000000000,1638316799999,3126207398310000,198749,6571532800000000,1552353814440000,0,22589371300000000,-9347935300000000,-440000
TKOBIDR-11,1635724800000,2720000,3350000,2177700,2322060,2843922120000000,1638316799999,76596120880962,339024,1517635680000000,41440714175550,0,3677746860000000,-833824740000000,-397940
FLMBUSD-11,1635724800000,52940000,74290000,50600000,52560000,6438879100000000,1638316799999,4065287861800000,202499,3218083700000000,2034102324750000,0,3781745500000000,2657133600000000,-380000
CTXCUSDT-11,1635724800000,21030000,29300000,16980000,20660000,36978850780000000,1638316799999,8121861780859500,384319,18156402992000000,3999042846310000,0,41122467100000000,-4143616320000000,-370000
XTZBNB-11,1635724800000,1205400,1215200,744900,880600,184586530000000,1638316799999,1747283185610,25769,95140070000000,902342591700,0,262666310000000,-78079780000000,-324800
KAVABNB-11,1635724800000,1124000,1178000,787000,803000,91411330000000,1638316799999,841592725900,13812,43645000000000,404087996900,0,100597450000000,-9186120000000,-321000
THETABNB-11,1635724800000,1375000,1454000,1030000,1063000,726316240000000,1638316799999,8648575739900,110067,380681750000000,4531981009800,0,742330790000000,-16014550000000,-312000
TRXEUR-11,1635724800000,8817000,11303000,7942000,8522000,24678317200000000,1638316799999,2309501979719000,106549,12091521400000000,1133536197691000,0,24025402700000000,652914500000000,-295000
RAYBNB-11,1635724800000,2017000,2431000,1571000,1750000,226051660000000,1638316799999,4304523052300,93541,109313130000000,2079522045500,0,164973360000000,61078300000000,-267000
EOSBNB-11,1635724800000,881000,894000,633000,643000,369117330000000,1638316799999,2745173472800,43682,179045440000000,1334413389900,0,343107947000000,26009383000000,-238000
NEOETH-11,1635724800000,1041000,1327000,809000,811000,100483384000000,1638316799999,1005688540380,77519,49461442000000,496869276670,0,103524019000000,-3040635000000,-230000
FIDABNB-11,1635724800000,1558000,17709000,1240000,1329000,184036770000000,1638316799999,3533884005700,49482,61345250000000,1145744361300,0,104507400000000,79529370000000,-229000
ETCETH-11,1635724800000,1269000,1375000,1041000,1043000,66485920000000,1638316799999,796558391330,63313,31164765000000,373528164620,0,68256087000000,-1770167000000,-226000
C98BNB-11,1635724800000,699000,808700,479100,485400,421585520000000,1638316799999,2640280711270,74412,227191810000000,1424347215250,0,945556980000000,-523971460000000,-213600
SXPBIDR-11,1635724800000,3483900,4289000,3019000,3270400,191043510000000,1638316799999,6883250347410,43745,93392860000000,3375140154240,0,1744499998000000,-1553456488000000,-213500
FTMBNB-11,1635724800000,546000,558240,328630,343620,4313732400000000,1638316799999,17880499797730,181856,2117884000000000,8810866122210,0,8130701500000000,-3816969100000000,-202380
MATICBIDR-11,1635724800000,2758200,3067700,2076600,2569900,783627740000000,1638316799999,20050664376750,72688,419421210000000,10808482158820,0,1073800568310000,-290172828310000,-188300
ERNBNB-11,1635724800000,2265000,3177000,2071000,2090000,86260510000000,1638316799999,2177795761700,32421,40856950000000,1034684400500,0,102803950000000,-16543440000000,-175000
BURGERBNB-11,1635724800000,742000,1119000,565000,575000,325794470000000,1638316799999,2289890094600,40215,148736910000000,1056985028000,0,401265320000000,-75470850000000,-167000
WAVESETH-11,1635724800000,616000,643600,439500,460800,72880778000000,1638316799999,384152757742,38739,36262681000000,191183639818,0,116715540000000,-43834762000000,-155200
LINKETH-11,1635724800000,699400,790000,546100,546800,713701514000000,1638316799999,4892058691826,322344,345219267000000,2371801604926,0,790397781000000,-76696267000000,-152600
AVABNB-11,1635724800000,532600,557000,372300,380300,291074050000000,1638316799999,1328760669080,32029,125401530000000,582061982060,0,208445790000000,82628260000000,-152300
XRPBIDR-11,1635724800000,1584900,1925000,1286000,1436800,729642040000000,1638316799999,11958990169640,58834,330766480000000,5465010376180,0,654341780000000,75300260000000,-148100
